@relation 12168104L2_2

@attribute status_pozyczki {odmowa, splacona, windykacja, splacona_cz, windykacja_sp}
@attribute kwota_kredytu real
@attribute wiek real
@attribute płeć {kobieta, mężczyzna}
@attribute rodzaj_źródła_dochodu real
@attribute miesieczny_dochod_netto real
@attribute ktore_rolowanie real
@attribute okres_w_jakim_pobierał_dochód real
@attribute okres_w_jakim_będzie_pobierał_dochód real
@attribute opóźnienie_spłaty real

@data
windykacja,200.0,78.0,kobieta,13.0,736.0,0.0,62.0,48.0,1764.0
odmowa,400.0,35.0,kobieta,11.0,2568.87,0.0,68.0,48.0,0.0
splacona_cz,800.0,55.0,kobieta,13.0,3440.0,0.0,46.0,48.0,4.0
odmowa,300.0,62.0,kobieta,13.0,725.0,0.0,28.0,48.0,0.0
odmowa,300.0,74.0,kobieta,13.0,1317.0,0.0,252.0,48.0,0.0
splacona_cz,637.02,32.0,mężczyzna,11.0,2050.0,0.0,113.0,48.0,1.0
splacona_cz,200.0,79.0,kobieta,13.0,1442.43,0.0,136.0,48.0,0.0
splacona_cz,400.0,54.0,kobieta,12.0,1700.0,0.0,50.0,48.0,0.0
splacona_cz,700.0,65.0,mężczyzna,13.0,3040.0,0.0,196.0,48.0,7.0
splacona_cz,400.0,70.0,kobieta,13.0,1291.18,0.0,74.0,48.0,0.0
splacona_cz,700.0,58.0,kobieta,13.0,1872.0,0.0,30.0,48.0,3.0
odmowa,300.0,63.0,kobieta,13.0,760.0,0.0,72.0,48.0,0.0
splacona_cz,400.0,66.0,kobieta,13.0,919.0,0.0,136.0,48.0,5.0
odmowa,200.0,63.0,kobieta,13.0,845.0,0.0,0.0,48.0,0.0
splacona_cz,200.0,25.0,kobieta,17.0,1200.0,0.0,160.0,48.0,0.0
splacona_cz,200.0,43.0,kobieta,11.0,1400.0,0.0,20.0,48.0,0.0
splacona_cz,500.0,49.0,kobieta,11.0,1800.0,0.0,48.0,48.0,0.0
windykacja_sp,500.0,54.0,kobieta,16.0,1657.0,0.0,14.0,48.0,445.0
odmowa,800.0,39.0,mężczyzna,11.0,1888.14,0.0,206.0,48.0,0.0
splacona,300.0,23.0,mężczyzna,11.0,1400.0,0.0,19.0,48.0,0.0
splacona,250.0,61.0,kobieta,13.0,634.64,0.0,7.0,48.0,0.0
splacona_cz,700.0,38.0,kobieta,11.0,1900.0,0.0,202.0,48.0,11.0
splacona_cz,200.0,65.0,kobieta,13.0,670.0,0.0,61.0,48.0,0.0
splacona_cz,300.0,70.0,kobieta,13.0,729.03,0.0,252.0,48.0,0.0
odmowa,200.0,61.0,kobieta,13.0,785.0,0.0,134.0,48.0,0.0
splacona,900.0,54.0,mężczyzna,13.0,2600.0,0.0,111.0,48.0,11.0
splacona_cz,200.0,66.0,kobieta,13.0,910.0,0.0,64.0,48.0,2.0
splacona_cz,743.23,35.0,kobieta,98.0,4000.0,0.0,13.0,48.0,2.0
splacona_cz,400.0,61.0,kobieta,13.0,1280.0,0.0,12.0,48.0,2.0
splacona_cz,300.0,50.0,kobieta,17.0,990.0,0.0,67.0,48.0,0.0
splacona_cz,300.0,52.0,kobieta,11.0,1400.0,0.0,156.0,48.0,6.0
splacona_cz,400.0,52.0,kobieta,12.0,1040.0,0.0,12.0,19.0,2.0
odmowa,300.0,47.0,kobieta,12.0,1776.38,0.0,117.0,48.0,0.0
splacona_cz,300.0,43.0,mężczyzna,12.0,1463.56,0.0,0.0,12.0,2.0
odmowa,800.0,21.0,mężczyzna,12.0,1800.0,0.0,7.0,14.0,0.0
splacona_cz,600.0,51.0,mężczyzna,12.0,2673.17,0.0,107.0,48.0,3.0
splacona_cz,300.0,65.0,kobieta,13.0,1125.0,0.0,120.0,48.0,3.0
odmowa,200.0,64.0,mężczyzna,13.0,866.16,0.0,34.0,48.0,0.0
splacona,500.0,59.0,kobieta,13.0,1400.0,0.0,49.0,48.0,0.0
splacona_cz,200.0,52.0,mężczyzna,12.0,1000.0,0.0,7.0,39.0,4.0
splacona,300.0,44.0,mężczyzna,12.0,1963.88,0.0,1.0,5.0,0.0
splacona_cz,500.0,64.0,mężczyzna,13.0,1530.0,0.0,30.0,48.0,2.0
splacona_cz,300.0,53.0,mężczyzna,11.0,2080.0,0.0,313.0,48.0,0.0
splacona_cz,300.0,68.0,kobieta,13.0,1017.0,0.0,156.0,48.0,0.0
odmowa,300.0,54.0,kobieta,12.0,977.42,0.0,1.0,1.0,0.0
splacona_cz,500.0,43.0,mężczyzna,98.0,3178.0,0.0,196.0,48.0,4.0
splacona_cz,300.0,47.0,mężczyzna,12.0,600.0,0.0,4.0,27.0,0.0
splacona_cz,300.0,58.0,kobieta,13.0,1244.77,0.0,34.0,48.0,0.0
splacona,400.0,26.0,mężczyzna,12.0,1100.0,0.0,28.0,48.0,9.0
windykacja,300.0,52.0,kobieta,12.0,1000.0,0.0,26.0,48.0,1760.0
splacona_cz,300.0,54.0,kobieta,16.0,1788.0,0.0,58.0,48.0,2.0
splacona_cz,500.0,56.0,mężczyzna,13.0,1900.0,0.0,145.0,48.0,2.0
splacona_cz,426.61,35.0,kobieta,11.0,2709.34,0.0,176.0,48.0,1.0
splacona_cz,300.0,62.0,mężczyzna,13.0,1420.41,0.0,19.0,48.0,0.0
odmowa,300.0,19.0,kobieta,99.0,1100.0,0.0,10.0,11.0,0.0
splacona_cz,300.0,31.0,kobieta,12.0,855.0,0.0,39.0,48.0,0.0
odmowa,1000.0,41.0,mężczyzna,98.0,7600.0,0.0,16.0,48.0,0.0
splacona_cz,300.0,50.0,kobieta,12.0,1000.0,0.0,27.0,29.0,0.0
windykacja,800.0,29.0,mężczyzna,11.0,2100.0,0.0,46.0,48.0,1760.0
splacona_cz,300.0,52.0,mężczyzna,12.0,1000.0,0.0,4.0,5.0,0.0
odmowa,300.0,32.0,mężczyzna,12.0,1000.0,0.0,27.0,48.0,0.0
splacona_cz,300.0,70.0,kobieta,13.0,1200.0,0.0,114.0,48.0,1.0
odmowa,200.0,24.0,kobieta,17.0,668.05,0.0,2.0,16.0,0.0
splacona_cz,426.61,49.0,kobieta,11.0,2470.0,0.0,349.0,48.0,1.0
splacona_cz,300.0,60.0,mężczyzna,12.0,1000.0,0.0,7.0,10.0,1.0
splacona_cz,500.0,62.0,kobieta,13.0,1525.46,0.0,31.0,48.0,11.0
splacona_cz,200.0,54.0,mężczyzna,17.0,798.8,0.0,144.0,48.0,1.0
splacona_cz,400.0,29.0,mężczyzna,12.0,1300.0,0.0,22.0,41.0,1.0
odmowa,400.0,68.0,kobieta,13.0,1500.0,0.0,124.0,48.0,0.0
splacona,200.0,27.0,mężczyzna,12.0,1416.0,0.0,3.0,24.0,14.0
splacona_cz,600.0,61.0,kobieta,13.0,1050.0,0.0,134.0,48.0,1.0
splacona_cz,800.0,30.0,mężczyzna,12.0,2700.0,0.0,59.0,48.0,0.0
windykacja,300.0,30.0,mężczyzna,12.0,2600.0,0.0,2.0,2.0,1758.0
splacona_cz,600.0,61.0,mężczyzna,13.0,1500.0,0.0,18.0,48.0,6.0
windykacja_sp,400.0,61.0,kobieta,13.0,2010.0,0.0,75.0,48.0,454.0
splacona,300.0,74.0,mężczyzna,13.0,1180.0,0.0,135.0,48.0,0.0
splacona,526.11,28.0,kobieta,99.0,468.0,0.0,6.0,10.0,0.0
odmowa,300.0,23.0,mężczyzna,98.0,470.0,0.0,2.0,48.0,0.0
splacona,800.0,74.0,mężczyzna,13.0,2712.0,0.0,338.0,48.0,9.0
splacona_cz,449.61,54.0,mężczyzna,11.0,1552.16,0.0,93.0,48.0,0.0
windykacja_sp,400.0,38.0,kobieta,11.0,1998.9,0.0,226.0,48.0,497.0
splacona_cz,300.0,46.0,kobieta,12.0,1032.0,0.0,33.0,40.0,0.0
windykacja,254.23,38.0,mężczyzna,12.0,1030.0,0.0,14.0,14.0,1758.0
splacona_cz,300.0,59.0,mężczyzna,16.0,726.0,0.0,228.0,48.0,0.0
splacona_cz,335.97,54.0,kobieta,11.0,1721.7,0.0,115.0,48.0,0.0
splacona,300.0,55.0,kobieta,12.0,1009.34,0.0,24.0,48.0,16.0
splacona_cz,250.0,68.0,mężczyzna,13.0,2000.0,0.0,40.0,48.0,2.0
splacona_cz,300.0,34.0,mężczyzna,12.0,1030.0,0.0,0.0,23.0,3.0
splacona_cz,400.0,53.0,kobieta,16.0,1362.0,0.0,24.0,48.0,0.0
splacona_cz,200.0,31.0,kobieta,12.0,980.0,0.0,5.0,5.0,0.0
splacona_cz,800.0,56.0,kobieta,13.0,580.0,0.0,114.0,48.0,0.0
splacona_cz,200.0,72.0,kobieta,13.0,930.0,0.0,234.0,48.0,0.0
odmowa,300.0,41.0,mężczyzna,12.0,1037.34,0.0,32.0,48.0,0.0
splacona_cz,400.0,69.0,mężczyzna,16.0,1100.0,0.0,132.0,48.0,0.0
splacona_cz,300.0,65.0,mężczyzna,13.0,1611.0,0.0,136.0,48.0,0.0
windykacja_sp,500.0,58.0,mężczyzna,11.0,2200.0,0.0,48.0,48.0,368.0
splacona,200.0,65.0,kobieta,16.0,892.0,0.0,196.0,48.0,0.0
splacona_cz,1100.0,42.0,mężczyzna,11.0,2875.71,0.0,273.0,48.0,4.0
splacona_cz,400.0,42.0,mężczyzna,11.0,3500.0,0.0,23.0,48.0,3.0
splacona_cz,300.0,30.0,mężczyzna,11.0,1000.0,0.0,52.0,48.0,0.0
splacona_cz,250.0,62.0,mężczyzna,99.0,685.0,0.0,0.0,2.0,7.0
splacona_cz,300.0,65.0,mężczyzna,12.0,1100.0,0.0,17.0,35.0,4.0
splacona_cz,300.0,60.0,kobieta,13.0,1026.0,0.0,50.0,48.0,0.0
splacona_cz,200.0,66.0,kobieta,13.0,1216.0,0.0,136.0,48.0,0.0
splacona_cz,300.0,61.0,kobieta,13.0,975.0,0.0,22.0,48.0,6.0
splacona,200.0,52.0,kobieta,16.0,685.0,0.0,36.0,48.0,0.0
splacona,400.0,47.0,kobieta,11.0,1700.0,0.0,84.0,48.0,0.0
splacona_cz,200.0,54.0,mężczyzna,12.0,1030.0,0.0,3.0,24.0,5.0
splacona,500.0,52.0,mężczyzna,11.0,2011.0,0.0,206.0,48.0,11.0
splacona_cz,300.0,33.0,mężczyzna,11.0,2100.0,0.0,59.0,48.0,4.0
splacona,310.0,21.0,mężczyzna,12.0,952.89,0.0,17.0,26.0,3.0
splacona_cz,380.0,71.0,kobieta,13.0,1721.0,0.0,192.0,48.0,5.0
splacona,200.0,57.0,mężczyzna,13.0,819.0,0.0,52.0,48.0,0.0
splacona_cz,350.0,68.0,mężczyzna,13.0,1162.41,0.0,99.0,48.0,0.0
splacona_cz,600.0,43.0,kobieta,11.0,1443.0,0.0,28.0,48.0,0.0
splacona_cz,1000.0,73.0,kobieta,13.0,2100.0,0.0,50.0,48.0,0.0
odmowa,200.0,60.0,kobieta,13.0,1123.4,0.0,28.0,48.0,0.0
splacona_cz,500.0,58.0,mężczyzna,16.0,1770.0,0.0,84.0,48.0,0.0
splacona_cz,200.0,51.0,kobieta,11.0,932.34,0.0,390.0,48.0,0.0
odmowa,500.0,32.0,kobieta,11.0,624.34,0.0,141.0,48.0,0.0
splacona,200.0,62.0,kobieta,13.0,930.0,0.0,72.0,48.0,0.0
splacona_cz,400.0,64.0,kobieta,13.0,840.0,0.0,108.0,48.0,3.0
splacona_cz,300.0,67.0,kobieta,13.0,1085.0,0.0,161.0,48.0,0.0
splacona,200.0,63.0,mężczyzna,13.0,1742.76,0.0,36.0,48.0,2.0
odmowa,500.0,37.0,kobieta,17.0,498.0,0.0,6.0,7.0,0.0
splacona_cz,400.0,59.0,kobieta,13.0,1400.0,0.0,241.0,48.0,3.0
splacona,600.0,77.0,mężczyzna,13.0,2609.0,0.0,186.0,48.0,0.0
splacona_cz,300.0,26.0,mężczyzna,11.0,1459.0,0.0,4.0,48.0,7.0
splacona_cz,200.0,41.0,kobieta,11.0,1037.34,0.0,57.0,48.0,2.0
odmowa,1000.0,24.0,mężczyzna,11.0,3050.0,0.0,24.0,48.0,0.0
splacona_cz,500.0,59.0,mężczyzna,11.0,2947.0,0.0,48.0,48.0,0.0
splacona_cz,200.0,46.0,kobieta,98.0,911.0,0.0,93.0,48.0,0.0
splacona_cz,200.0,55.0,kobieta,11.0,1077.0,0.0,178.0,48.0,0.0
splacona,200.0,49.0,kobieta,12.0,1100.0,0.0,2.0,2.0,451.0
splacona_cz,1000.0,61.0,kobieta,13.0,1820.0,0.0,64.0,48.0,0.0
splacona_cz,300.0,60.0,kobieta,13.0,936.0,0.0,26.0,48.0,0.0
splacona_cz,300.0,49.0,kobieta,11.0,992.84,0.0,116.0,48.0,0.0
splacona,200.0,57.0,mężczyzna,13.0,12220.0,0.0,66.0,48.0,0.0
windykacja,300.0,53.0,kobieta,12.0,972.34,0.0,47.0,48.0,260.0
splacona_cz,200.0,68.0,kobieta,13.0,1134.96,0.0,156.0,48.0,0.0
splacona_cz,600.0,61.0,kobieta,13.0,2066.0,0.0,124.0,48.0,2.0
splacona_cz,200.0,62.0,kobieta,13.0,714.0,0.0,217.0,48.0,0.0
splacona_cz,300.0,58.0,kobieta,13.0,1083.23,0.0,92.0,48.0,0.0
odmowa,500.0,50.0,mężczyzna,11.0,6125.99,0.0,377.0,48.0,0.0
splacona_cz,200.0,69.0,kobieta,13.0,1800.0,0.0,112.0,48.0,0.0
odmowa,200.0,52.0,kobieta,13.0,423.0,0.0,98.0,48.0,0.0
splacona_cz,600.0,47.0,kobieta,98.0,2200.0,0.0,20.0,48.0,0.0
splacona_cz,300.0,73.0,mężczyzna,13.0,960.0,0.0,135.0,48.0,0.0
odmowa,200.0,65.0,kobieta,13.0,1032.85,0.0,161.0,48.0,0.0
splacona,300.0,60.0,mężczyzna,11.0,2100.0,0.0,182.0,48.0,0.0
odmowa,300.0,23.0,mężczyzna,12.0,1040.0,0.0,2.0,9.0,0.0
splacona_cz,400.0,71.0,mężczyzna,13.0,1921.0,0.0,84.0,48.0,0.0
windykacja_sp,400.0,26.0,mężczyzna,11.0,2500.0,0.0,28.0,48.0,203.0
splacona_cz,200.0,63.0,kobieta,16.0,1340.0,0.0,156.0,48.0,0.0
splacona_cz,200.0,60.0,kobieta,13.0,1635.0,0.0,115.0,48.0,1.0
splacona,200.0,53.0,kobieta,99.0,1100.0,0.0,47.0,48.0,0.0
splacona_cz,500.0,52.0,kobieta,12.0,1500.0,0.0,21.0,32.0,0.0
odmowa,300.0,57.0,kobieta,16.0,452.0,0.0,58.0,48.0,0.0
splacona_cz,300.0,55.0,kobieta,16.0,1072.89,0.0,117.0,48.0,0.0
splacona_cz,600.0,58.0,kobieta,11.0,1400.0,0.0,158.0,48.0,2.0
splacona_cz,600.0,51.0,kobieta,11.0,3200.0,0.0,49.0,48.0,0.0
splacona,200.0,54.0,kobieta,16.0,730.0,0.0,137.0,48.0,455.0
splacona_cz,200.0,51.0,mężczyzna,12.0,1030.0,0.0,4.0,48.0,5.0
splacona_cz,300.0,59.0,kobieta,13.0,1658.0,0.0,24.0,48.0,0.0
windykacja,300.0,23.0,mężczyzna,12.0,1472.0,0.0,7.0,20.0,1751.0
splacona_cz,200.0,52.0,mężczyzna,17.0,749.74,0.0,106.0,48.0,0.0
splacona_cz,500.0,62.0,kobieta,13.0,1900.0,0.0,83.0,48.0,0.0
splacona,500.0,42.0,mężczyzna,11.0,1700.0,0.0,247.0,48.0,0.0
splacona_cz,300.0,52.0,kobieta,11.0,2065.98,0.0,174.0,48.0,0.0
splacona_cz,789.27,63.0,kobieta,13.0,860.0,0.0,75.0,48.0,2.0
splacona_cz,600.0,56.0,mężczyzna,11.0,3335.0,0.0,428.0,48.0,1.0
odmowa,900.0,61.0,mężczyzna,98.0,1900.0,0.0,1.0,48.0,0.0
splacona_cz,200.0,45.0,mężczyzna,12.0,670.0,0.0,4.0,11.0,1.0
splacona,400.0,36.0,kobieta,11.0,1400.0,0.0,83.0,48.0,193.0
splacona_cz,285.97,38.0,kobieta,98.0,1200.0,0.0,41.0,48.0,0.0
odmowa,700.0,71.0,mężczyzna,13.0,1063.12,0.0,72.0,48.0,0.0
odmowa,200.0,39.0,kobieta,99.0,600.0,0.0,36.0,37.0,0.0
splacona_cz,1569.98,48.0,mężczyzna,11.0,2353.0,0.0,94.0,48.0,1.0
splacona_cz,200.0,71.0,kobieta,13.0,1185.33,0.0,219.0,48.0,0.0
splacona_cz,295.97,39.0,kobieta,11.0,1770.0,0.0,82.0,48.0,0.0
splacona_cz,200.0,53.0,kobieta,16.0,749.28,0.0,60.0,48.0,0.0
splacona,300.0,63.0,kobieta,16.0,1340.0,0.0,156.0,48.0,0.0
splacona_cz,400.0,39.0,kobieta,11.0,1239.05,0.0,199.0,48.0,7.0
splacona,200.0,72.0,kobieta,13.0,730.0,0.0,556.0,48.0,0.0
splacona_cz,400.0,68.0,kobieta,16.0,980.0,0.0,126.0,48.0,0.0
splacona_cz,800.0,62.0,kobieta,13.0,3700.0,0.0,22.0,48.0,1.0
odmowa,200.0,51.0,kobieta,12.0,1228.0,0.0,7.0,8.0,0.0
splacona_cz,200.0,54.0,kobieta,11.0,1400.0,0.0,112.0,48.0,1.0
windykacja,400.0,40.0,kobieta,11.0,1050.0,0.0,17.0,48.0,1749.0
splacona_cz,700.0,58.0,kobieta,13.0,1801.41,0.0,33.0,48.0,1.0
odmowa,300.0,54.0,kobieta,11.0,2000.0,0.0,395.0,48.0,0.0
splacona_cz,1500.0,57.0,mężczyzna,98.0,3000.0,0.0,64.0,48.0,8.0
splacona_cz,400.0,61.0,mężczyzna,11.0,1250.0,0.0,60.0,48.0,0.0
splacona_cz,400.0,60.0,kobieta,13.0,1425.0,0.0,75.0,48.0,3.0
windykacja,200.0,55.0,mężczyzna,17.0,894.07,0.0,60.0,48.0,1749.0
splacona_cz,400.0,37.0,kobieta,11.0,2700.0,0.0,117.0,48.0,0.0
splacona_cz,500.0,32.0,kobieta,11.0,3100.0,0.0,117.0,48.0,0.0
splacona_cz,200.0,31.0,kobieta,12.0,1032.34,0.0,0.0,11.0,0.0
splacona_cz,500.0,57.0,kobieta,11.0,2249.14,0.0,237.0,48.0,5.0
splacona_cz,300.0,38.0,kobieta,11.0,1200.0,0.0,186.0,48.0,3.0
splacona_cz,300.0,66.0,mężczyzna,13.0,2110.0,0.0,97.0,48.0,0.0
odmowa,500.0,29.0,kobieta,12.0,1200.0,0.0,3.0,23.0,0.0
splacona,600.0,58.0,kobieta,13.0,720.0,0.0,228.0,48.0,19.0
splacona,500.0,41.0,kobieta,98.0,5000.0,0.0,80.0,48.0,2.0
splacona_cz,500.0,22.0,mężczyzna,17.0,1896.0,0.0,30.0,33.0,2.0
splacona_cz,600.0,68.0,kobieta,13.0,2120.0,0.0,114.0,48.0,0.0
splacona_cz,498.47,31.0,kobieta,12.0,1600.0,0.0,10.0,11.0,2.0
windykacja_sp,300.0,43.0,kobieta,11.0,2000.0,0.0,238.0,48.0,501.0
splacona_cz,200.0,74.0,kobieta,13.0,1026.0,0.0,243.0,48.0,0.0
splacona,200.0,49.0,kobieta,17.0,1079.0,0.0,25.0,26.0,0.0
splacona_cz,300.0,72.0,kobieta,13.0,2100.0,0.0,156.0,48.0,0.0
splacona_cz,600.0,54.0,kobieta,12.0,1675.0,0.0,5.0,11.0,4.0
splacona,300.0,21.0,kobieta,16.0,806.0,0.0,15.0,48.0,0.0
splacona_cz,500.0,45.0,kobieta,11.0,3000.0,0.0,89.0,48.0,0.0
splacona_cz,400.0,54.0,kobieta,11.0,2800.0,0.0,55.0,48.0,2.0
splacona,200.0,50.0,mężczyzna,16.0,1045.0,0.0,195.0,48.0,0.0
windykacja,400.0,39.0,kobieta,11.0,1200.0,0.0,9.0,48.0,1746.0
splacona_cz,400.0,40.0,kobieta,12.0,660.0,0.0,7.0,37.0,1.0
splacona_cz,400.0,66.0,mężczyzna,13.0,1591.0,0.0,72.0,48.0,1.0
splacona,336.43,63.0,kobieta,13.0,918.0,0.0,97.0,48.0,105.0
splacona_cz,350.0,73.0,kobieta,13.0,1412.0,0.0,199.0,48.0,0.0
splacona_cz,377.92,27.0,kobieta,11.0,1500.0,0.0,20.0,48.0,0.0
splacona_cz,200.0,50.0,kobieta,11.0,1577.42,0.0,201.0,48.0,0.0
splacona_cz,400.0,40.0,mężczyzna,11.0,1261.98,0.0,32.0,48.0,1.0
odmowa,300.0,36.0,kobieta,12.0,1400.0,0.0,2.0,2.0,0.0
windykacja_sp,400.0,33.0,mężczyzna,12.0,1100.0,0.0,123.0,48.0,141.0
splacona_cz,500.0,55.0,kobieta,16.0,2300.0,0.0,58.0,48.0,0.0
splacona_cz,300.0,63.0,kobieta,13.0,1100.0,0.0,101.0,48.0,8.0
splacona_cz,200.0,68.0,kobieta,13.0,803.86,0.0,153.0,48.0,0.0
splacona,300.0,45.0,mężczyzna,12.0,1375.47,0.0,2.0,8.0,0.0
windykacja,200.0,33.0,mężczyzna,12.0,1250.0,0.0,0.0,6.0,1746.0
splacona_cz,300.0,41.0,kobieta,11.0,1000.0,0.0,57.0,48.0,0.0
windykacja,600.0,43.0,mężczyzna,11.0,2600.0,0.0,4.0,48.0,1746.0
windykacja,300.0,53.0,kobieta,99.0,1122.0,0.0,12.0,30.0,1746.0
splacona,800.0,35.0,mężczyzna,12.0,1500.0,0.0,29.0,35.0,0.0
splacona_cz,300.0,39.0,kobieta,12.0,1027.0,0.0,4.0,48.0,0.0
odmowa,200.0,61.0,kobieta,16.0,612.0,0.0,195.0,48.0,0.0
windykacja,500.0,44.0,mężczyzna,12.0,2000.0,0.0,7.0,24.0,1746.0
splacona_cz,200.0,63.0,mężczyzna,13.0,1538.0,0.0,96.0,48.0,0.0
splacona,626.61,54.0,mężczyzna,99.0,2063.38,0.0,193.0,48.0,251.0
splacona_cz,200.0,57.0,kobieta,16.0,703.0,0.0,21.0,48.0,2.0
splacona_cz,200.0,73.0,kobieta,13.0,866.46,0.0,191.0,48.0,0.0
splacona_cz,300.0,77.0,kobieta,13.0,1239.0,0.0,266.0,48.0,2.0
odmowa,200.0,54.0,mężczyzna,17.0,541.0,0.0,96.0,48.0,0.0
windykacja_sp,576.61,66.0,kobieta,13.0,650.0,0.0,69.0,48.0,379.0
splacona_cz,300.0,65.0,kobieta,13.0,1013.74,0.0,109.0,48.0,0.0
splacona_cz,300.0,62.0,kobieta,13.0,1200.29,0.0,18.0,48.0,0.0
splacona_cz,400.0,61.0,mężczyzna,11.0,1250.0,0.0,101.0,48.0,0.0
splacona_cz,500.0,62.0,kobieta,13.0,962.0,0.0,61.0,48.0,5.0
splacona,662.83,59.0,kobieta,13.0,1370.0,0.0,72.0,48.0,0.0
splacona_cz,300.0,49.0,mężczyzna,13.0,814.83,0.0,153.0,48.0,1.0
splacona,300.0,46.0,mężczyzna,11.0,1566.82,0.0,345.0,48.0,0.0
splacona_cz,952.96,48.0,kobieta,12.0,1500.0,0.0,10.0,26.0,7.0
splacona_cz,700.0,61.0,kobieta,13.0,5100.0,0.0,24.0,48.0,0.0
splacona_cz,200.0,75.0,kobieta,13.0,616.0,0.0,242.0,48.0,2.0
splacona,600.0,46.0,mężczyzna,11.0,2000.0,0.0,47.0,48.0,0.0
splacona_cz,200.0,64.0,mężczyzna,16.0,633.56,0.0,107.0,48.0,1.0
splacona_cz,500.0,39.0,mężczyzna,11.0,1300.0,0.0,41.0,48.0,0.0
odmowa,200.0,47.0,mężczyzna,98.0,444.0,0.0,1.0,48.0,0.0
splacona_cz,300.0,52.0,mężczyzna,11.0,1600.0,0.0,264.0,48.0,0.0
splacona,600.0,24.0,mężczyzna,11.0,2327.94,0.0,30.0,48.0,7.0
splacona_cz,700.0,47.0,mężczyzna,11.0,2500.0,0.0,199.0,48.0,5.0
splacona_cz,500.0,33.0,mężczyzna,11.0,1500.0,0.0,98.0,48.0,14.0
splacona,200.0,24.0,mężczyzna,11.0,1037.34,0.0,29.0,48.0,0.0
splacona_cz,400.0,53.0,kobieta,11.0,1300.0,0.0,30.0,48.0,5.0
odmowa,200.0,63.0,mężczyzna,16.0,505.84,0.0,133.0,48.0,0.0
splacona_cz,400.0,73.0,kobieta,13.0,951.0,0.0,158.0,48.0,0.0
splacona_cz,500.0,53.0,kobieta,12.0,2000.0,0.0,5.0,25.0,0.0
splacona,400.0,62.0,mężczyzna,13.0,1048.07,0.0,24.0,48.0,0.0
splacona_cz,281.29,55.0,kobieta,12.0,1350.0,0.0,18.0,24.0,0.0
splacona_cz,600.0,35.0,kobieta,11.0,1065.0,0.0,55.0,48.0,0.0
splacona,300.0,30.0,mężczyzna,99.0,1500.0,0.0,7.0,7.0,0.0
splacona_cz,200.0,27.0,mężczyzna,17.0,728.0,0.0,96.0,48.0,0.0
splacona_cz,1239.88,52.0,kobieta,11.0,1638.0,0.0,310.0,48.0,0.0
windykacja_sp,700.0,33.0,kobieta,11.0,3164.48,0.0,166.0,48.0,371.0
splacona_cz,500.0,56.0,kobieta,13.0,1425.0,0.0,15.0,48.0,7.0
splacona_cz,200.0,75.0,kobieta,13.0,965.0,0.0,241.0,48.0,0.0
odmowa,300.0,56.0,mężczyzna,11.0,1650.26,0.0,29.0,48.0,0.0
odmowa,400.0,51.0,mężczyzna,11.0,1030.0,0.0,19.0,48.0,0.0
splacona,400.0,59.0,kobieta,13.0,1650.0,0.0,111.0,48.0,0.0
splacona_cz,500.0,63.0,mężczyzna,13.0,1768.93,0.0,265.0,48.0,0.0
splacona_cz,500.0,48.0,mężczyzna,11.0,1800.0,0.0,122.0,48.0,0.0
splacona_cz,700.0,27.0,kobieta,11.0,1300.0,0.0,5.0,48.0,0.0
odmowa,200.0,53.0,mężczyzna,16.0,550.8,0.0,61.0,48.0,0.0
splacona_cz,200.0,73.0,mężczyzna,13.0,910.33,0.0,159.0,48.0,0.0
splacona_cz,300.0,34.0,kobieta,11.0,980.11,0.0,40.0,48.0,0.0
splacona_cz,200.0,62.0,mężczyzna,13.0,1162.0,0.0,217.0,48.0,0.0
splacona_cz,300.0,69.0,mężczyzna,13.0,940.0,0.0,49.0,48.0,4.0
windykacja_sp,300.0,23.0,kobieta,16.0,1199.93,0.0,138.0,48.0,486.0
splacona_cz,400.0,56.0,mężczyzna,11.0,2031.0,0.0,110.0,48.0,0.0
splacona_cz,500.0,60.0,kobieta,13.0,1000.0,0.0,63.0,48.0,2.0
splacona_cz,400.0,52.0,kobieta,11.0,1050.0,0.0,14.0,48.0,6.0
splacona_cz,300.0,71.0,mężczyzna,13.0,1426.0,0.0,73.0,48.0,0.0
splacona,300.0,60.0,kobieta,13.0,1149.06,0.0,157.0,48.0,0.0
odmowa,200.0,52.0,mężczyzna,16.0,387.71,0.0,96.0,48.0,0.0
odmowa,200.0,33.0,mężczyzna,12.0,554.0,0.0,3.0,9.0,0.0
splacona,300.0,25.0,mężczyzna,12.0,1660.0,0.0,9.0,26.0,348.0
splacona,300.0,61.0,kobieta,13.0,984.0,0.0,6.0,48.0,0.0
splacona_cz,400.0,56.0,kobieta,11.0,1172.2,0.0,33.0,48.0,2.0
splacona_cz,400.0,35.0,mężczyzna,11.0,2700.0,0.0,4.0,48.0,12.0
splacona_cz,250.0,58.0,kobieta,13.0,1500.0,0.0,42.0,48.0,0.0
splacona_cz,600.0,54.0,kobieta,11.0,1300.0,0.0,64.0,48.0,0.0
windykacja_sp,694.6,58.0,kobieta,13.0,1735.0,0.0,50.0,48.0,493.0
splacona_cz,600.0,47.0,kobieta,11.0,1700.0,0.0,85.0,48.0,5.0
splacona_cz,500.0,51.0,kobieta,11.0,1700.0,0.0,301.0,48.0,4.0
splacona_cz,600.0,53.0,kobieta,12.0,1500.0,0.0,5.0,5.0,0.0
windykacja,500.0,23.0,mężczyzna,12.0,2000.0,0.0,14.0,15.0,1741.0
